booking_id,booking_date,journey_date,seat_count,advance_booking_days,seat_type,boarding_station,dropping_station,journey_day_of_week,booking_hour,has_meal,meal_count,seat_amount,meal_amount,total_amount,season,confirmation_probability
BK00999,21-02-2024,23-02-2024,5,2,upper,Ahmedabad,Surat,6,11,0,0,3500,0,3500,normal,79.74145307
BK01000,13-08-2025,21-08-2025,2,8,lower,Surat,Vadodara,5,14,1,2,1600,400,2000,normal,97.75466135
BK01001,12-01-2024,19-01-2024,1,7,upper,Ahmedabad,Mumbai,2,14,1,1,700,200,900,normal,93.74422453
BK01002,17-12-2024,18-12-2024,2,1,upper,Ahmedabad,Mumbai,2,14,1,2,1400,300,1700,normal,93.26381465
BK01003,25-01-2024,02-02-2024,4,8,upper,Vadodara,Vadodara,5,1,1,2,2800,400,3200,normal,89.76703655
BK01004,08-09-2024,11-09-2024,3,3,lower,Ahmedabad,Mumbai,3,14,1,3,2400,450,2850,normal,86.56421658
BK01005,06-11-2025,06-11-2025,3,0,lower,Vadodara,Mumbai,3,13,0,0,2400,0,2400,holiday,83.88274639
BK01006,01-05-2025,30-05-2025,3,29,upper,Ahmedabad,Mumbai,1,20,1,1,2100,200,2300,normal,98
BK01007,22-10-2025,01-11-2025,3,10,mixed,Nadiad,Mumbai,6,17,1,3,2250,300,2550,normal,93.3488701
BK01008,11-09-2024,01-10-2024,3,20,lower,Ahmedabad,Mumbai,5,0,0,0,2400,0,2400,normal,86.91379909
BK01009,25-08-2024,05-09-2024,1,11,lower,Surat,Mumbai,5,14,1,1,800,150,950,normal,91.91394635
BK01010,05-06-2025,09-06-2025,2,4,lower,Ahmedabad,Mumbai,2,16,0,0,1600,0,1600,normal,83.53993625
BK01011,22-03-2025,29-03-2025,1,7,upper,Vadodara,Mumbai,4,14,0,0,700,0,700,normal,96.65106987
BK01012,16-07-2025,27-07-2025,6,11,lower,Ahmedabad,Mumbai,0,16,1,4,4800,600,5400,normal,90.39264451
BK01013,09-10-2024,08-11-2024,4,30,mixed,Ahmedabad,Mumbai,5,1,0,0,3000,0,3000,holiday,86.82848454
BK01014,18-01-2024,20-01-2024,1,2,lower,Ahmedabad,Mumbai,2,4,0,0,800,0,800,normal,93.58895663
BK01015,12-03-2025,01-04-2025,3,20,lower,Ahmedabad,Mumbai,3,14,1,1,2400,150,2550,normal,94.08887665
BK01016,18-05-2025,12-06-2025,4,25,lower,Nadiad,Vadodara,1,18,1,4,3200,400,3600,normal,98
BK01017,01-07-2024,12-07-2024,1,11,upper,Ahmedabad,Mumbai,2,0,0,0,700,0,700,holiday,96.67456405
BK01018,13-08-2024,08-09-2024,2,26,upper,Ahmedabad,Surat,4,11,1,1,1400,100,1500,holiday,95.21232622
BK01019,03-04-2025,08-04-2025,4,5,lower,Ahmedabad,Mumbai,3,22,0,0,3200,0,3200,normal,87.48381381
BK01020,06-10-2025,05-11-2025,1,30,mixed,Vadodara,Vadodara,4,17,0,0,750,0,750,holiday,98
BK01021,03-11-2024,15-11-2024,3,12,lower,Ahmedabad,Mumbai,4,11,0,0,2400,0,2400,normal,90.16119231
BK01022,18-08-2024,18-08-2024,1,0,upper,Ahmedabad,Mumbai,5,1,0,0,700,0,700,holiday,87.22973451
BK01023,13-08-2024,05-09-2024,4,23,upper,Nadiad,Mumbai,0,9,0,0,2800,0,2800,normal,87.15772721
BK01024,11-11-2024,17-11-2024,5,6,lower,Surat,Surat,0,3,1,2,4000,400,4400,normal,79.34872035
BK01025,07-10-2024,13-10-2024,4,6,mixed,Vadodara,Mumbai,5,21,1,4,3000,800,3800,normal,86.94260104
BK01026,12-08-2024,20-08-2024,2,8,mixed,Vadodara,Mumbai,2,16,1,2,1500,300,1800,normal,93.05669235
BK01027,27-05-2025,28-05-2025,4,1,lower,Ahmedabad,Mumbai,0,20,1,1,3200,150,3350,holiday,87.55631208
BK01028,08-11-2025,14-11-2025,3,6,upper,Vadodara,Mumbai,2,21,1,2,2100,200,2300,normal,81.66743206
BK01029,15-11-2025,02-12-2025,2,17,lower,Vadodara,Mumbai,2,14,0,0,1600,0,1600,normal,98
BK01030,14-05-2024,14-05-2024,3,0,upper,Surat,Vadodara,5,0,0,0,2100,0,2100,normal,84.52718264
BK01031,07-06-2025,10-06-2025,1,3,lower,Ahmedabad,Mumbai,6,14,1,1,800,150,950,normal,87.16530756
BK01032,27-10-2025,27-10-2025,2,0,mixed,Surat,Mumbai,3,18,1,2,1500,300,1800,normal,90.89979778
BK01033,28-01-2025,02-02-2025,1,5,lower,Ahmedabad,Vadodara,6,8,0,0,800,0,800,normal,90.18025219
BK01034,18-07-2024,31-07-2024,1,13,lower,Nadiad,Mumbai,3,21,1,1,800,150,950,holiday,90.71660389
BK01035,15-07-2025,31-07-2025,1,16,lower,Ahmedabad,Mumbai,1,23,1,1,800,150,950,normal,98
BK01036,12-02-2025,13-03-2025,3,29,lower,Ahmedabad,Mumbai,6,13,1,1,2400,100,2500,festival,93.32447919
BK01037,17-12-2024,26-12-2024,2,9,upper,Ahmedabad,Surat,0,12,0,0,1400,0,1400,normal,91.40165554
BK01038,05-11-2024,07-11-2024,3,2,lower,Ahmedabad,Mumbai,5,15,0,0,2400,0,2400,normal,86.71810739
BK01039,08-07-2025,02-08-2025,1,25,upper,Vadodara,Mumbai,1,14,1,1,700,100,800,normal,94.29831584
BK01040,03-06-2024,17-06-2024,2,14,lower,Nadiad,Mumbai,5,3,0,0,1600,0,1600,holiday,82.18823533
BK01041,17-10-2025,25-10-2025,2,8,upper,Nadiad,Mumbai,4,8,1,1,1400,200,1600,normal,91.00486481
BK01042,30-08-2024,10-09-2024,3,11,upper,Ahmedabad,Mumbai,2,5,1,2,2100,300,2400,normal,94.46594958
BK01043,13-12-2024,07-01-2025,2,25,mixed,Surat,Mumbai,6,1,1,2,1500,300,1800,normal,98
BK01044,07-12-2024,19-12-2024,2,12,mixed,Nadiad,Mumbai,2,2,1,1,1500,100,1600,holiday,90.5096125
BK01045,26-03-2025,30-03-2025,4,4,mixed,Ahmedabad,Mumbai,3,22,0,0,3000,0,3000,normal,78.99122247
BK01046,25-02-2025,09-03-2025,2,12,upper,Vadodara,Mumbai,4,14,1,2,1400,200,1600,normal,90.88400888
BK01047,15-11-2024,15-11-2024,1,0,lower,Ahmedabad,Nadiad,2,2,0,0,800,0,800,normal,91.26699237
BK01048,22-12-2024,26-12-2024,1,4,upper,Ahmedabad,Mumbai,2,16,0,0,700,0,700,normal,94.08641634
BK01049,22-12-2025,27-12-2025,4,5,mixed,Ahmedabad,Mumbai,4,11,0,0,3000,0,3000,normal,78.99982523
BK01050,03-05-2024,04-05-2024,1,1,lower,Ahmedabad,Mumbai,4,5,0,0,800,0,800,normal,93.99873183
BK01051,01-02-2025,01-02-2025,4,0,upper,Ahmedabad,Mumbai,2,21,0,0,2800,0,2800,normal,82.3622171
BK01052,04-03-2024,05-03-2024,2,1,lower,Ahmedabad,Vadodara,4,5,0,0,1600,0,1600,festival,76.04748908
BK01053,10-08-2024,20-08-2024,4,10,upper,Surat,Mumbai,0,1,1,3,2800,450,3250,normal,89.90474333
BK01054,28-03-2025,13-04-2025,3,16,upper,Ahmedabad,Mumbai,4,5,1,2,2100,200,2300,normal,95.55901458
BK01055,18-02-2024,19-03-2024,6,30,upper,Ahmedabad,Surat,1,21,0,0,4200,0,4200,normal,83.20478164
BK01056,31-03-2025,04-04-2025,2,4,upper,Surat,Mumbai,1,20,0,0,1400,0,1400,normal,80.63100842
BK01057,11-03-2025,20-03-2025,3,9,mixed,Ahmedabad,Mumbai,2,21,1,2,2250,200,2450,normal,90.52461447
BK01058,19-05-2025,15-06-2025,2,27,upper,Nadiad,Vadodara,2,21,1,2,1400,400,1800,festival,93.15691916
BK01059,03-12-2024,04-12-2024,2,1,mixed,Ahmedabad,Mumbai,3,1,0,0,1500,0,1500,festival,78.31202434
BK01060,22-09-2025,04-10-2025,2,12,lower,Ahmedabad,Mumbai,4,16,1,1,1600,200,1800,normal,97.79034428
BK01061,08-01-2025,22-01-2025,4,14,lower,Ahmedabad,Nadiad,6,15,1,2,3200,400,3600,normal,92.62196721
BK01062,19-02-2025,19-02-2025,6,0,upper,Surat,Mumbai,1,22,1,4,4200,800,5000,normal,83.45923655
BK01063,21-12-2024,09-01-2025,3,19,lower,Ahmedabad,Mumbai,3,16,1,1,2400,100,2500,normal,98
BK01064,28-11-2025,14-12-2025,2,16,lower,Ahmedabad,Nadiad,2,17,1,1,1600,200,1800,normal,92.20317338
BK01065,13-05-2025,13-05-2025,2,0,upper,Surat,Surat,6,16,1,1,1400,200,1600,normal,84.52121192
BK01066,31-05-2024,31-05-2024,3,0,upper,Surat,Mumbai,5,14,1,1,2100,150,2250,normal,89.13870223
BK01067,07-12-2024,07-12-2024,1,0,upper,Ahmedabad,Mumbai,5,14,1,1,700,200,900,normal,93.81509557
BK01068,14-09-2024,18-09-2024,1,4,lower,Vadodara,Mumbai,0,22,1,1,800,150,950,normal,98
BK01069,03-08-2024,10-08-2024,2,7,lower,Ahmedabad,Mumbai,4,21,1,1,1600,200,1800,holiday,92.94569347
BK01070,20-09-2024,27-09-2024,1,7,upper,Ahmedabad,Mumbai,3,11,1,1,700,100,800,festival,94.34643178
BK01071,10-04-2024,13-04-2024,1,3,lower,Ahmedabad,Mumbai,0,8,1,1,800,100,900,festival,84.5481634
BK01072,08-05-2024,01-06-2024,1,24,lower,Ahmedabad,Mumbai,6,11,0,0,800,0,800,normal,98
BK01073,28-10-2024,01-11-2024,1,4,lower,Ahmedabad,Mumbai,6,17,0,0,800,0,800,normal,87.17458253
BK01074,16-09-2024,16-09-2024,1,0,lower,Ahmedabad,Mumbai,6,10,1,1,800,200,1000,holiday,94.70091006
BK01075,06-08-2025,09-08-2025,6,3,lower,Ahmedabad,Mumbai,5,13,1,5,4800,500,5300,normal,75.04853291
BK01076,29-12-2025,05-01-2026,2,7,lower,Ahmedabad,Mumbai,2,8,1,1,1600,100,1700,normal,89.30017577
BK01077,27-06-2025,02-07-2025,2,5,lower,Ahmedabad,Surat,1,11,0,0,1600,0,1600,normal,86.42295874
BK01078,31-01-2024,03-02-2024,3,3,upper,Surat,Vadodara,3,22,1,1,2100,200,2300,festival,88.25046122
BK01079,12-05-2024,13-05-2024,1,1,lower,Nadiad,Vadodara,3,5,0,0,800,0,800,normal,85.25235504
BK01080,14-10-2025,31-10-2025,4,17,lower,Ahmedabad,Mumbai,2,22,0,0,3200,0,3200,holiday,80.57167435
BK01081,15-05-2024,14-06-2024,3,30,mixed,Surat,Surat,2,5,0,0,2250,0,2250,normal,97.65636581
BK01082,07-12-2025,10-12-2025,1,3,upper,Ahmedabad,Vadodara,1,8,1,1,700,150,850,normal,97.04659896
BK01083,02-02-2024,06-02-2024,2,4,lower,Ahmedabad,Mumbai,1,1,0,0,1600,0,1600,holiday,89.83051492
BK01084,05-10-2025,14-10-2025,4,9,mixed,Ahmedabad,Vadodara,1,17,0,0,3000,0,3000,normal,80.07472326
BK01085,13-05-2025,25-05-2025,4,12,lower,Ahmedabad,Vadodara,0,0,1,4,3200,600,3800,normal,94.97686006
BK01086,08-05-2025,12-05-2025,2,4,lower,Vadodara,Mumbai,0,17,0,0,1600,0,1600,normal,85.01441462
BK01087,29-05-2024,21-06-2024,2,23,mixed,Surat,Mumbai,2,14,0,0,1500,0,1500,normal,98
BK01088,09-11-2024,17-11-2024,1,8,mixed,Ahmedabad,Nadiad,6,17,0,0,750,0,750,normal,86.09750539
BK01089,19-12-2024,24-12-2024,6,5,upper,Ahmedabad,Mumbai,6,17,1,1,4200,100,4300,normal,80.6837363
BK01090,18-08-2024,28-08-2024,1,10,upper,Ahmedabad,Mumbai,3,2,1,1,700,150,850,holiday,97.78417334
BK01091,27-04-2025,27-05-2025,4,30,upper,Ahmedabad,Mumbai,0,0,1,1,2800,200,3000,normal,98
BK01092,15-08-2025,30-08-2025,2,15,lower,Vadodara,Mumbai,2,4,0,0,1600,0,1600,holiday,91.77025676
BK01093,05-04-2024,05-04-2024,2,0,lower,Nadiad,Surat,5,9,1,1,1600,200,1800,festival,83.44445179
BK01094,21-06-2025,25-06-2025,2,4,upper,Ahmedabad,Mumbai,5,1,0,0,1400,0,1400,festival,76.75518751
BK01095,19-02-2025,25-02-2025,1,6,mixed,Vadodara,Mumbai,0,11,1,1,750,150,900,festival,93.20973311
BK01096,29-06-2024,02-07-2024,1,3,lower,Ahmedabad,Mumbai,1,8,1,1,800,150,950,normal,98
BK01097,01-03-2024,13-03-2024,1,12,upper,Surat,Mumbai,5,9,1,1,700,100,800,normal,95.60980998
BK01098,27-09-2025,14-10-2025,1,17,lower,Ahmedabad,Mumbai,2,21,1,1,800,150,950,normal,95.97762718
BK01099,04-01-2024,17-01-2024,3,13,upper,Nadiad,Mumbai,5,17,1,3,2100,450,2550,normal,92.09470075
BK01100,22-04-2025,22-05-2025,2,30,upper,Ahmedabad,Mumbai,1,15,1,1,1400,100,1500,normal,98
BK01101,18-10-2025,21-10-2025,1,3,upper,Ahmedabad,Mumbai,4,15,1,1,700,150,850,festival,93.90751928
BK01102,12-01-2024,01-02-2024,5,20,lower,Vadodara,Mumbai,5,14,1,5,4000,500,4500,normal,85.78730845
BK01103,19-12-2025,02-01-2026,4,14,lower,Ahmedabad,Mumbai,3,11,1,1,3200,100,3300,festival,83.53465627
BK01104,12-10-2025,16-10-2025,4,4,upper,Surat,Surat,1,21,1,4,2800,400,3200,normal,81.16307585
BK01105,15-01-2024,28-01-2024,6,13,lower,Ahmedabad,Mumbai,3,1,0,0,4800,0,4800,normal,76.10589407
BK01106,25-09-2024,26-09-2024,1,1,lower,Surat,Surat,2,8,1,1,800,100,900,festival,94.12493054
BK01107,16-10-2024,31-10-2024,2,15,upper,Surat,Mumbai,6,1,0,0,1400,0,1400,normal,96.39218503
BK01108,17-09-2024,24-09-2024,3,7,upper,Ahmedabad,Surat,6,0,1,1,2100,200,2300,festival,91.59385882
BK01109,06-01-2025,09-01-2025,3,3,lower,Ahmedabad,Surat,4,0,0,0,2400,0,2400,normal,89.08719932
BK01110,04-08-2025,14-08-2025,1,10,upper,Vadodara,Mumbai,3,0,1,1,700,150,850,festival,89.51330044
BK01111,12-02-2024,22-02-2024,3,10,mixed,Ahmedabad,Vadodara,6,16,0,0,2250,0,2250,normal,83.76273842
BK01112,25-04-2025,27-04-2025,1,2,lower,Vadodara,Surat,5,1,0,0,800,0,800,festival,91.13184274
BK01113,06-10-2024,06-10-2024,1,0,upper,Ahmedabad,Mumbai,0,5,1,1,700,150,850,normal,90.42961384
BK01114,03-03-2025,08-03-2025,2,5,lower,Nadiad,Mumbai,5,11,0,0,1600,0,1600,holiday,86.92602586
BK01115,28-06-2025,06-07-2025,2,8,lower,Ahmedabad,Mumbai,5,8,1,1,1600,200,1800,festival,89.67780575
BK01116,14-09-2024,04-10-2024,2,20,lower,Vadodara,Mumbai,2,19,0,0,1600,0,1600,normal,98
BK01117,16-10-2024,11-11-2024,1,26,lower,Ahmedabad,Surat,4,14,1,1,800,200,1000,normal,95.80016528
BK01118,22-12-2025,29-12-2025,4,7,mixed,Vadodara,Mumbai,0,8,1,3,3000,300,3300,festival,87.79139629
BK01119,22-03-2025,05-04-2025,1,14,lower,Ahmedabad,Mumbai,6,8,0,0,800,0,800,festival,85.59524444
BK01120,26-12-2025,31-12-2025,1,5,upper,Ahmedabad,Mumbai,0,16,0,0,700,0,700,normal,96.53647862
BK01121,01-08-2025,14-08-2025,4,13,lower,Surat,Mumbai,5,4,0,0,3200,0,3200,normal,84.94477453
BK01122,26-07-2024,28-07-2024,5,2,lower,Vadodara,Mumbai,4,8,1,5,4000,500,4500,normal,88.69403668
BK01123,02-02-2025,06-02-2025,4,4,upper,Surat,Mumbai,1,8,0,0,2800,0,2800,normal,83.75832832
BK01124,04-04-2025,14-04-2025,3,10,upper,Ahmedabad,Vadodara,4,11,0,0,2100,0,2100,festival,84.48292223
BK01125,07-05-2025,07-05-2025,3,0,mixed,Nadiad,Surat,4,4,1,1,2250,100,2350,festival,81.96497209
BK01126,26-04-2024,08-05-2024,2,12,mixed,Nadiad,Mumbai,6,3,1,1,1500,100,1600,normal,88.78992915
BK01127,09-11-2025,27-11-2025,1,18,lower,Nadiad,Surat,6,22,1,1,800,100,900,normal,98
BK01128,20-02-2024,25-02-2024,2,5,upper,Ahmedabad,Mumbai,4,21,1,1,1400,200,1600,normal,88.2951339
BK01129,12-12-2024,17-12-2024,2,5,lower,Ahmedabad,Vadodara,3,11,1,1,1600,150,1750,normal,97.89211707
BK01130,07-02-2025,26-02-2025,1,19,upper,Surat,Mumbai,1,17,1,1,700,200,900,normal,98
BK01131,05-08-2025,19-08-2025,3,14,mixed,Ahmedabad,Mumbai,6,16,1,1,2250,150,2400,normal,90.72079295
BK01132,03-12-2025,06-12-2025,2,3,lower,Surat,Mumbai,6,1,1,2,1600,400,2000,normal,92.98787726
BK01133,12-12-2024,15-12-2024,1,3,lower,Ahmedabad,Mumbai,2,11,1,1,800,200,1000,normal,97.70772034
BK01134,21-05-2024,01-06-2024,1,11,upper,Surat,Mumbai,0,4,1,1,700,100,800,holiday,91.22532975
BK01135,14-10-2025,22-10-2025,3,8,upper,Nadiad,Mumbai,5,14,1,2,2100,300,2400,festival,79.17395839
BK01136,18-03-2024,19-03-2024,1,1,lower,Vadodara,Nadiad,3,1,0,0,800,0,800,normal,97.54919506
BK01137,30-07-2024,02-08-2024,4,3,mixed,Ahmedabad,Mumbai,1,3,1,4,3000,400,3400,festival,85.12469107
BK01138,03-03-2025,26-03-2025,2,23,upper,Surat,Mumbai,4,17,1,1,1400,100,1500,normal,98
BK01139,11-08-2024,22-08-2024,2,11,lower,Ahmedabad,Mumbai,5,20,1,1,1600,100,1700,holiday,95.86061687
BK01140,08-02-2024,09-03-2024,2,30,lower,Nadiad,Surat,6,21,0,0,1600,0,1600,normal,98
BK01141,17-11-2024,01-12-2024,3,14,upper,Ahmedabad,Surat,5,21,1,3,2100,600,2700,normal,95.54102299
BK01142,28-07-2024,25-08-2024,2,28,lower,Nadiad,Mumbai,3,21,1,1,1600,200,1800,normal,98
BK01143,06-07-2024,08-07-2024,3,2,lower,Vadodara,Vadodara,3,1,0,0,2400,0,2400,holiday,86.17626656
BK01144,20-02-2025,06-03-2025,2,14,upper,Ahmedabad,Mumbai,6,15,1,1,1400,200,1600,festival,82.88066727
BK01145,04-12-2025,04-12-2025,1,0,upper,Nadiad,Mumbai,6,16,1,1,700,100,800,normal,86.02478731
BK01146,18-12-2024,29-12-2024,4,11,upper,Ahmedabad,Surat,0,8,1,1,2800,150,2950,normal,93.17147321
BK01147,29-10-2024,04-11-2024,3,6,lower,Surat,Mumbai,2,22,0,0,2400,0,2400,holiday,88.9792308
BK01148,29-12-2025,02-01-2026,3,4,upper,Surat,Mumbai,1,8,0,0,2100,0,2100,holiday,92.98333397
BK01149,05-06-2025,24-06-2025,4,19,mixed,Ahmedabad,Mumbai,5,14,1,4,3000,600,3600,holiday,83.62650241
BK01150,03-01-2024,22-01-2024,4,19,lower,Ahmedabad,Mumbai,5,21,0,0,3200,0,3200,holiday,87.54208928
BK01151,30-11-2025,30-11-2025,3,0,upper,Nadiad,Mumbai,1,8,0,0,2100,0,2100,normal,87.88458986
BK01152,27-03-2024,05-04-2024,3,9,mixed,Ahmedabad,Mumbai,1,14,1,2,2250,200,2450,holiday,89.04875551
BK01153,20-11-2024,24-11-2024,3,4,upper,Ahmedabad,Mumbai,6,16,0,0,2100,0,2100,normal,75.43043845
BK01154,27-07-2024,01-08-2024,3,5,upper,Ahmedabad,Mumbai,4,14,1,3,2100,300,2400,festival,88.22521877
BK01155,08-08-2024,25-08-2024,2,17,lower,Ahmedabad,Mumbai,4,10,1,2,1600,400,2000,normal,96.9166886
BK01156,08-06-2024,11-06-2024,3,3,upper,Ahmedabad,Mumbai,3,21,1,1,2100,200,2300,normal,94.73426633
BK01157,16-10-2024,13-11-2024,1,28,upper,Ahmedabad,Mumbai,5,14,1,1,700,100,800,normal,97.25456434
BK01158,15-05-2025,16-05-2025,4,1,upper,Ahmedabad,Mumbai,2,5,1,4,2800,400,3200,holiday,82.88733623
BK01159,10-08-2025,20-08-2025,4,10,mixed,Nadiad,Surat,0,18,1,1,3000,150,3150,normal,82.9642219
BK01160,20-10-2024,31-10-2024,1,11,lower,Ahmedabad,Vadodara,5,15,0,0,800,0,800,holiday,95.87697151
BK01161,25-03-2024,27-03-2024,3,2,lower,Ahmedabad,Mumbai,6,1,1,3,2400,300,2700,normal,88.54068231
BK01162,23-10-2025,26-10-2025,1,3,lower,Nadiad,Surat,0,8,1,1,800,200,1000,normal,97.31090867
BK01163,12-10-2024,30-10-2024,2,18,upper,Vadodara,Mumbai,2,3,0,0,1400,0,1400,festival,93.39466597
BK01164,29-06-2024,13-07-2024,3,14,lower,Ahmedabad,Mumbai,1,1,1,2,2400,200,2600,normal,96.83531156
BK01165,18-08-2025,21-08-2025,1,3,upper,Vadodara,Mumbai,2,5,1,1,700,150,850,holiday,88.1107085
BK01166,14-04-2025,21-04-2025,3,7,lower,Nadiad,Vadodara,0,8,1,2,2400,400,2800,normal,98
BK01167,15-05-2025,15-05-2025,3,0,upper,Ahmedabad,Mumbai,4,11,0,0,2100,0,2100,normal,88.1034653
BK01168,17-07-2024,19-07-2024,2,2,lower,Ahmedabad,Surat,2,22,0,0,1600,0,1600,holiday,81.64261545
BK01169,08-11-2024,14-11-2024,1,6,mixed,Ahmedabad,Mumbai,3,21,1,1,750,100,850,holiday,95.07168232
BK01170,09-07-2024,09-07-2024,1,0,upper,Nadiad,Mumbai,4,17,0,0,700,0,700,normal,93.74321742
BK01171,24-11-2025,12-12-2025,2,18,mixed,Ahmedabad,Surat,3,14,1,2,1500,200,1700,normal,98
BK01172,13-05-2024,25-05-2024,6,12,upper,Surat,Vadodara,3,21,1,2,4200,200,4400,normal,87.53574851
BK01173,21-03-2025,18-04-2025,2,28,lower,Nadiad,Surat,6,2,0,0,1600,0,1600,holiday,97.99167026
BK01174,04-04-2024,15-04-2024,1,11,lower,Ahmedabad,Vadodara,2,8,0,0,800,0,800,normal,98
BK01175,01-07-2025,29-07-2025,2,28,mixed,Ahmedabad,Surat,3,14,0,0,1500,0,1500,festival,98
BK01176,27-04-2024,05-05-2024,2,8,upper,Ahmedabad,Mumbai,5,19,0,0,1400,0,1400,normal,86.37374948
BK01177,26-05-2024,04-06-2024,3,9,lower,Ahmedabad,Mumbai,1,14,0,0,2400,0,2400,normal,80.96468894
BK01178,08-01-2024,07-02-2024,1,30,upper,Ahmedabad,Mumbai,2,18,0,0,700,0,700,normal,98
BK01179,24-01-2025,03-02-2025,3,10,lower,Vadodara,Mumbai,0,2,1,1,2400,100,2500,normal,86.78724268
BK01180,11-11-2025,11-11-2025,2,0,lower,Nadiad,Mumbai,1,4,1,1,1600,150,1750,normal,85.35748448
BK01181,20-04-2024,02-05-2024,5,12,lower,Ahmedabad,Surat,4,17,0,0,4000,0,4000,normal,84.39324147
BK01182,04-08-2024,27-08-2024,2,23,mixed,Ahmedabad,Surat,2,8,0,0,1500,0,1500,holiday,89.96723508
BK01183,02-09-2024,17-09-2024,2,15,lower,Ahmedabad,Mumbai,0,11,1,2,1600,200,1800,normal,91.79864519
BK01184,29-05-2024,06-06-2024,4,8,lower,Ahmedabad,Mumbai,0,17,0,0,3200,0,3200,normal,87.67937116
BK01185,20-08-2025,31-08-2025,1,11,lower,Vadodara,Nadiad,2,1,0,0,800,0,800,normal,98
BK01186,25-02-2024,26-03-2024,4,30,lower,Ahmedabad,Mumbai,1,3,0,0,3200,0,3200,festival,94.56514813
BK01187,16-04-2024,16-04-2024,3,0,upper,Vadodara,Vadodara,5,8,0,0,2100,0,2100,normal,86.77036849
BK01188,19-06-2025,30-06-2025,1,11,lower,Surat,Mumbai,0,21,1,1,800,200,1000,normal,93.52605113
BK01189,14-08-2024,17-08-2024,2,3,lower,Nadiad,Mumbai,2,10,0,0,1600,0,1600,normal,80.12117626
BK01190,13-07-2024,23-07-2024,3,10,mixed,Ahmedabad,Mumbai,2,8,1,1,2250,150,2400,normal,98
BK01191,10-12-2024,19-12-2024,1,9,lower,Ahmedabad,Vadodara,5,16,1,1,800,150,950,normal,98
BK01192,18-08-2025,19-08-2025,2,1,lower,Ahmedabad,Surat,3,0,1,2,1600,200,1800,normal,95.68872291
BK01193,08-02-2024,10-02-2024,2,2,upper,Nadiad,Mumbai,2,17,1,1,1400,150,1550,normal,96.07858731
BK01194,29-03-2024,07-04-2024,2,9,upper,Vadodara,Mumbai,6,16,0,0,1400,0,1400,normal,93.01563257
BK01195,07-07-2024,08-07-2024,1,1,mixed,Nadiad,Mumbai,0,1,1,1,750,200,950,normal,91.4830226
BK01196,29-11-2024,02-12-2024,4,3,lower,Vadodara,Mumbai,3,11,1,3,3200,450,3650,normal,88.18734265
BK01197,09-07-2025,27-07-2025,5,18,mixed,Vadodara,Mumbai,0,10,0,0,3750,0,3750,normal,91.57819501
BK01198,19-08-2024,22-08-2024,5,3,upper,Vadodara,Vadodara,1,3,0,0,3500,0,3500,holiday,80.21213184
BK01199,12-10-2024,18-10-2024,3,6,upper,Ahmedabad,Mumbai,1,2,1,3,2100,600,2700,normal,86.26303012
BK01200,20-02-2024,19-03-2024,1,28,lower,Vadodara,Surat,0,3,1,1,800,150,950,normal,97.01933218
BK01201,31-12-2024,02-01-2025,3,2,lower,Nadiad,Mumbai,6,14,0,0,2400,0,2400,normal,86.5018179
BK01202,11-03-2025,15-03-2025,1,4,upper,Ahmedabad,Mumbai,6,4,1,1,700,100,800,normal,96.58368467
BK01203,29-04-2025,08-05-2025,1,9,mixed,Surat,Mumbai,4,1,0,0,750,0,750,festival,94.21226243
BK01204,13-03-2024,27-03-2024,2,14,upper,Surat,Vadodara,4,22,1,1,1400,200,1600,normal,92.07555449
BK01205,25-06-2024,18-07-2024,2,23,lower,Ahmedabad,Mumbai,4,1,1,2,1600,400,2000,normal,95.93897653
BK01206,07-01-2024,31-01-2024,3,24,lower,Vadodara,Surat,0,15,1,1,2400,100,2500,normal,98
BK01207,15-09-2025,29-09-2025,3,14,upper,Ahmedabad,Mumbai,2,21,0,0,2100,0,2100,normal,98
BK01208,13-09-2024,15-09-2024,2,2,upper,Ahmedabad,Mumbai,3,1,1,2,1400,200,1600,normal,95.51254243
BK01209,16-07-2025,16-07-2025,1,0,lower,Ahmedabad,Mumbai,2,22,0,0,800,0,800,normal,84.71027786
BK01210,31-07-2025,04-08-2025,6,4,lower,Ahmedabad,Mumbai,5,11,1,1,4800,200,5000,normal,85.57703696
BK01211,03-01-2025,04-01-2025,2,1,lower,Ahmedabad,Mumbai,0,17,0,0,1600,0,1600,festival,78.41902754
BK01212,14-03-2024,26-03-2024,2,12,upper,Ahmedabad,Surat,5,14,1,2,1400,300,1700,holiday,94.70330421
BK01213,08-04-2024,18-04-2024,1,10,upper,Nadiad,Mumbai,6,14,1,1,700,100,800,festival,98
BK01214,05-07-2024,05-07-2024,3,0,mixed,Ahmedabad,Surat,5,17,0,0,2250,0,2250,normal,83.52491156
BK01215,11-09-2025,29-09-2025,3,18,upper,Ahmedabad,Mumbai,2,1,1,3,2100,600,2700,normal,91.3335216
BK01216,13-08-2024,15-08-2024,1,2,lower,Ahmedabad,Vadodara,6,10,0,0,800,0,800,normal,84.67834799
BK01217,02-12-2025,07-12-2025,1,5,upper,Ahmedabad,Nadiad,5,22,0,0,700,0,700,normal,98
BK01218,09-11-2025,20-11-2025,3,11,mixed,Ahmedabad,Surat,1,1,0,0,2250,0,2250,festival,85.64874605
BK01219,03-03-2024,08-03-2024,3,5,mixed,Ahmedabad,Vadodara,3,8,0,0,2250,0,2250,normal,79.23177612
